Designator,Mid X,Mid Y,Rotation,Layer
BT1,173.755679,-99.456411,22.5,bottom
BT2,156.005679,-99.456411,22.5,bottom
BT3,138.255679,-99.456411,22.5,bottom
J1,185.164214,-99.76,0.0,bottom
J2,126.851214,-99.74,180.0,bottom
J3,123.0,-99.73,180.0,top
